machine_id,kpi_id,label,pred_label
10,11,1,2
10,12,1,2
10,13,1,2
10,14,1,2
10,15,1,2
10,16,1,2
10,17,1,2
11,0,1,1
11,1,1,1
11,2,1,1
11,3,1,2
11,4,1,1
11,5,1,2
11,6,1,1
11,7,1,1
11,8,1,2
11,9,1,2
11,10,1,2
11,11,1,2
11,12,1,2
11,13,1,2
11,14,1,2
11,15,1,2
11,16,1,2
11,17,1,2
12,0,1,1
12,1,1,1
12,2,1,1
12,3,1,1
12,4,1,1
12,5,1,2
12,6,1,2
12,7,0,2
12,8,1,2
12,9,1,2
12,10,1,2
12,11,1,2
12,12,1,2
12,13,1,2
12,14,1,2
12,15,1,2
12,16,1,2
12,17,1,2
13,0,1,1
13,1,1,1
13,2,1,1
13,3,1,1
13,4,1,1
13,5,1,2
13,6,1,2
13,7,1,2
13,8,1,2
13,9,1,2
13,10,1,2
13,11,1,2
13,12,1,2
13,13,1,2
13,14,1,2
13,15,1,2
13,16,1,2
13,17,1,2
14,0,1,1
14,1,1,1
14,2,1,1
14,3,1,1
14,4,1,1
14,5,0,2
14,6,0,2
14,7,0,2
14,8,0,2
14,9,0,2
14,10,1,2
14,11,1,2
14,12,1,2
14,13,1,2
14,14,1,2
14,15,0,2
14,16,0,2
14,17,1,2
15,0,1,1
15,1,1,1
15,2,1,1
15,3,1,1
15,4,1,1
15,5,0,2
15,6,0,2
15,7,0,2
15,8,1,2
15,9,0,2
15,10,1,2
15,11,1,2
15,12,1,2
15,13,1,2
15,14,1,2
15,15,0,2
15,16,0,2
15,17,1,2
16,0,1,1
16,1,1,1
16,2,1,1
16,3,1,1
16,4,1,1
16,5,0,2
16,6,0,2
16,7,0,2
16,8,1,2
16,9,0,2
16,10,1,2
16,11,1,2
16,12,1,2
16,13,1,2
16,14,1,2
16,15,0,2
16,16,0,2
16,17,1,2
17,0,1,1
17,1,1,1
17,2,1,1
17,3,1,1
17,4,1,1
17,5,0,2
17,6,0,2
17,7,0,2
17,8,0,2
17,9,0,2
17,10,1,2
17,11,1,2
17,12,1,2
17,13,1,2
17,14,1,2
17,15,0,2
17,16,0,2
17,17,1,2
18,0,1,1
18,1,1,1
18,2,1,1
18,3,1,1
18,4,1,1
18,5,2,2
18,6,1,2
18,7,2,2
18,8,2,2
18,9,1,2
18,10,1,2
18,11,1,2
18,12,1,2
18,13,1,2
18,14,1,2
18,15,1,2
18,16,1,2
18,17,1,2
19,0,1,1
19,1,1,1
19,2,1,1
19,3,1,1
19,4,1,1
19,5,2,2
19,6,1,2
19,7,2,2
19,8,2,2
19,9,2,2
19,10,2,2
19,11,2,2
19,12,2,2
19,13,2,2
19,14,2,2
19,15,2,2
19,16,2,2
19,17,2,2
20,0,1,1
20,1,1,1
20,2,1,1
20,3,1,1
20,4,1,1
20,5,1,2
20,6,1,2
20,7,1,2
20,8,1,2
20,9,1,2
20,10,1,2
20,11,1,2
20,12,1,2
20,13,1,2
20,14,1,2
20,15,1,2
20,16,1,2
20,17,1,2
21,0,1,1
21,1,1,1
21,2,1,1
21,3,1,1
21,4,1,1
21,5,1,2
21,6,1,2
21,7,1,2
21,8,1,2
21,9,1,2
21,10,1,2
21,11,1,2
21,12,1,2
21,13,1,2
21,14,1,2
21,15,1,2
21,16,1,2
21,17,1,2
22,0,1,1
22,1,1,1
22,2,1,1
22,3,1,1
22,4,1,1
22,5,1,2
22,6,1,2
22,7,1,2
22,8,1,2
22,9,1,2
22,10,1,2
22,11,1,2
22,12,1,2
22,13,1,2
22,14,1,2
22,15,1,2
22,16,1,2
22,17,1,2
23,0,1,1
23,1,1,1
23,2,1,1
23,3,1,1
23,4,1,1
23,5,1,2
23,6,1,2
23,7,1,2
23,8,1,2
23,9,1,2
23,10,1,2
23,11,1,2
23,12,1,2
23,13,1,2
23,14,1,2
23,15,1,2
23,16,1,2
23,17,1,2
24,0,1,1
24,1,1,1
24,2,1,1
24,3,1,1
24,4,1,1
24,5,1,2
24,6,1,2
24,7,1,2
24,8,1,2
24,9,1,2
24,10,1,2
24,11,1,2
24,12,1,2
24,13,1,2
24,14,1,2
24,15,1,2
24,16,1,2
24,17,1,2
25,0,1,1
25,1,1,1
25,2,1,1
25,3,1,1
25,4,1,1
25,5,1,2
25,6,2,2
25,7,1,2
25,8,1,2
25,9,1,2
25,10,1,2
25,11,1,2
25,12,1,2
25,13,1,2
25,14,1,2
25,15,1,2
25,16,1,2
25,17,1,2
26,0,1,1
26,1,1,1
26,2,1,1
26,3,1,1
26,4,1,1
26,5,0,2
26,6,0,2
26,7,0,2
26,8,0,2
26,9,0,2
26,10,1,2
26,11,1,2
26,12,1,2
26,13,1,2
26,14,1,2
26,15,0,2
26,16,0,2
26,17,1,2
27,0,1,1
27,1,1,1
27,2,1,1
27,3,1,1
27,4,1,1
27,5,1,2
27,6,1,2
27,7,1,2
27,8,1,2
27,9,1,2
27,10,1,2
27,11,1,2
27,12,1,2
27,13,1,2
27,14,1,2
27,15,1,2
27,16,1,2
27,17,1,2
28,0,1,1
28,1,1,1
28,2,1,1
28,3,1,1
28,4,1,1
28,5,0,2
28,6,0,2
28,7,0,2
28,8,0,2
28,9,0,2
28,10,1,2
28,11,1,2
28,12,1,2
28,13,1,2
28,14,1,2
28,15,0,2
28,16,0,2
28,17,1,2
29,0,1,1
29,1,1,1
29,2,1,1
29,3,1,1
29,4,1,1
29,5,2,2
29,6,1,2
29,7,2,2
29,8,1,2
29,9,1,2
29,10,1,2
29,11,1,2
29,12,1,2
29,13,1,2
29,14,1,2
29,15,1,2
29,16,1,2
29,17,1,2
30,0,1,1
30,1,1,1
30,2,1,1
30,3,1,1
30,4,1,1
30,5,1,2
30,6,1,2
30,7,1,2
30,8,1,2
30,9,1,2
30,10,1,2
30,11,1,2
30,12,1,2
30,13,1,2
30,14,1,2
30,15,1,2
30,16,1,2
30,17,1,2
31,0,1,1
31,1,1,1
31,2,1,1
31,3,1,1
31,4,1,1
31,5,1,2
31,6,1,2
31,7,1,2
31,8,1,2
31,9,1,2
31,10,1,2
31,11,1,2
31,12,1,2
31,13,1,2
31,14,1,2
31,15,1,2
31,16,1,2
31,17,1,2
32,0,1,1
32,1,1,1
32,2,1,1
32,3,1,1
32,4,1,1
32,5,0,2
32,6,0,2
32,7,0,2
32,8,0,2
32,9,0,2
32,10,1,2
32,11,1,2
32,12,1,2
32,13,1,2
32,14,1,2
32,15,0,2
32,16,0,2
32,17,1,2
33,0,1,1
33,1,1,1
33,2,1,1
33,3,1,1
33,4,1,1
33,5,1,2
33,6,1,1
33,7,1,2
33,8,1,2
33,9,1,2
33,10,1,2
33,11,1,2
33,12,1,2
33,13,1,2
33,14,1,2
33,15,1,2
33,16,1,2
33,17,1,2
34,0,1,1
34,1,1,1
34,2,1,1
34,3,1,1
34,4,1,1
34,5,1,2
34,6,1,2
34,7,1,2
34,8,1,2
34,9,1,2
34,10,1,2
34,11,1,2
34,12,1,2
34,13,1,2
34,14,1,2
34,15,1,2
34,16,1,2
34,17,1,2
35,0,1,1
35,1,1,1
35,2,1,1
35,3,1,1
35,4,1,1
35,5,1,2
35,6,0,2
35,7,0,2
35,8,1,2
35,9,1,2
35,10,1,2
35,11,1,2
35,12,1,2
35,13,1,2
35,14,1,2
35,15,1,2
35,16,1,2
35,17,1,2
36,0,1,1
36,1,1,1
36,2,1,1
36,3,1,1
36,4,1,1
36,5,1,2
36,6,1,2
36,7,1,2
36,8,1,2
36,9,1,2
36,10,1,2
36,11,1,2
36,12,1,2
36,13,1,2
36,14,1,2
36,15,1,2
36,16,1,2
36,17,1,2
37,0,1,1
37,1,1,1
37,2,1,1
37,3,1,1
37,4,1,1
37,5,1,2
37,6,1,2
37,7,1,2
37,8,1,2
37,9,1,2
37,10,1,2
37,11,1,2
37,12,1,2
37,13,1,2
37,14,1,2
37,15,1,2
37,16,1,2
37,17,1,2
38,0,1,1
38,1,1,1
38,2,1,1
38,3,1,1
38,4,1,1
38,5,1,2
38,6,1,1
38,7,1,2
38,8,1,2
38,9,1,2
38,10,1,2
38,11,1,2
38,12,1,2
38,13,1,2
38,14,1,2
38,15,1,2
38,16,1,2
38,17,1,2
39,0,1,1
39,1,1,1
39,2,1,1
39,3,1,1
39,4,1,1
39,5,1,2
39,6,1,2
39,7,1,2
39,8,1,2
39,9,1,2
39,10,1,2
39,11,1,2
39,12,1,2
39,13,1,2
39,14,1,2
39,15,1,2
39,16,1,2
39,17,1,2
40,0,1,1
40,1,1,1
40,2,1,1
40,3,1,1
40,4,1,1
40,5,1,2
40,6,1,1
40,7,1,2
40,8,1,2
40,9,1,2
40,10,1,2
40,11,1,2
40,12,1,2
40,13,1,2
40,14,1,2
40,15,1,2
40,16,1,2
40,17,1,2
41,0,1,1
41,1,1,1
41,2,1,1
41,3,1,1
41,4,1,1
41,5,1,2
41,6,1,2
41,7,1,2
41,8,1,2
41,9,1,2
41,10,1,2
41,11,1,2
41,12,1,2
41,13,1,2
41,14,1,2
41,15,1,2
41,16,1,2
41,17,1,2
42,0,1,1
42,1,1,1
42,2,1,1
42,3,1,1
42,4,1,1
42,5,1,2
42,6,1,2
42,7,1,2
42,8,1,2
42,9,1,2
42,10,1,2
42,11,1,2
42,12,1,2
42,13,1,2
42,14,1,2
42,15,1,2
42,16,1,2
42,17,1,2
43,0,1,1
43,1,1,1
43,2,1,1
43,3,1,1
43,4,1,1
43,5,1,2
43,6,1,2
43,7,1,2
43,8,1,2
43,9,1,2
43,10,1,2
43,11,1,2
43,12,1,2
43,13,1,2
43,14,1,2
43,15,1,2
43,16,1,2
43,17,1,2
44,0,1,1
44,1,1,1
44,2,1,1
44,3,1,1
44,4,1,1
44,5,1,2
44,6,1,2
44,7,1,2
44,8,1,2
44,9,1,2
44,10,1,2
44,11,1,2
44,12,1,2
44,13,1,2
44,14,1,2
44,15,1,2
44,16,1,2
44,17,1,2
45,0,1,1
45,1,1,1
45,2,1,1
45,3,1,1
45,4,1,1
45,5,1,2
45,6,1,2
45,7,1,2
45,8,1,2
45,9,1,2
45,10,1,2
45,11,1,2
45,12,1,2
45,13,1,2
45,14,1,2
45,15,1,2
45,16,1,2
45,17,1,2
46,0,1,1
46,1,1,1
46,2,1,1
46,3,1,1
46,4,1,1
46,5,1,2
46,6,1,2
46,7,1,2
46,8,1,2
46,9,1,2
46,10,1,2
46,11,1,2
46,12,1,2
46,13,1,2
46,14,1,2
46,15,1,2
46,16,1,2
46,17,1,2
47,0,1,1
47,1,1,1
47,2,1,1
47,3,1,1
47,4,1,1
47,5,1,2
47,6,1,2
47,7,1,2
47,8,1,2
47,9,1,2
47,10,1,2
47,11,1,2
47,12,1,2
47,13,1,2
47,14,1,2
47,15,1,1
47,16,1,2
47,17,2,2
48,0,1,1
48,1,1,1
48,2,1,1
48,3,1,1
48,4,1,1
48,5,1,2
48,6,1,2
48,7,1,2
48,8,1,2
48,9,1,2
48,10,1,2
48,11,1,2
48,12,1,2
48,13,1,2
48,14,1,2
48,15,1,2
48,16,1,2
48,17,1,2
49,0,1,1
49,1,1,1
49,2,1,1
49,3,1,1
49,4,1,1
49,5,1,2
49,6,1,2
49,7,1,2
49,8,1,2
49,9,1,2
49,10,1,2
49,11,1,2
49,12,1,2
49,13,1,2
49,14,1,2
49,15,1,2
49,16,1,2
49,17,1,2
50,0,1,1
50,1,1,1
50,2,1,1
50,3,1,1
50,4,1,1
50,5,1,2
50,6,1,2
50,7,1,2
50,8,1,2
50,9,1,2
50,10,1,2
50,11,1,2
50,12,1,2
50,13,1,2
50,14,1,2
50,15,1,2
50,16,1,2
50,17,1,2
51,0,1,1
51,1,1,1
51,2,1,1
51,3,1,1
51,4,1,1
51,5,1,2
51,6,1,2
51,7,1,2
51,8,1,2
51,9,1,2
51,10,1,2
51,11,1,2
51,12,1,2
51,13,1,2
51,14,1,2
51,15,1,2
51,16,1,2
51,17,1,2
52,0,1,1
52,1,1,1
52,2,1,1
52,3,1,1
52,4,1,1
52,5,1,2
52,6,1,1
52,7,1,2
52,8,1,2
52,9,1,2
52,10,1,2
52,11,1,2
52,12,1,2
52,13,1,2
52,14,1,2
52,15,1,2
52,16,1,2
52,17,1,2
53,0,1,1
53,1,1,1
53,2,1,1
53,3,1,1
53,4,1,1
53,5,1,2
53,6,1,2
53,7,1,2
53,8,1,2
53,9,1,2
53,10,1,2
53,11,1,2
53,12,1,2
53,13,1,2
53,14,1,2
53,15,1,2
53,16,1,2
53,17,1,2
54,0,1,1
54,1,1,1
54,2,1,1
54,3,1,1
54,4,1,1
54,5,1,2
54,6,1,2
54,7,1,2
54,8,1,2
54,9,1,2
54,10,1,2
54,11,1,2
54,12,1,2
54,13,1,2
54,14,1,2
54,15,1,2
54,16,1,2
54,17,1,2
55,0,1,1
55,1,1,1
55,2,1,1
55,3,1,1
55,4,1,1
55,5,1,2
55,6,1,2
55,7,1,2
55,8,1,2
55,9,1,2
55,10,1,2
55,11,1,2
55,12,1,2
55,13,1,2
55,14,1,2
55,15,1,2
55,16,1,2
55,17,1,2
56,0,1,1
56,1,1,1
56,2,1,1
56,3,1,1
56,4,1,1
56,5,1,2
56,6,1,1
56,7,1,2
56,8,1,2
56,9,1,2
56,10,1,2
56,11,1,2
56,12,1,2
56,13,1,2
56,14,1,2
56,15,1,2
56,16,1,2
56,17,1,2
57,0,1,1
57,1,1,1
57,2,1,1
57,3,1,1
57,4,1,1
57,5,0,2
57,6,2,2
57,7,0,2
57,8,0,2
57,9,0,2
57,10,0,2
57,11,0,2
57,12,0,2
57,13,0,2
57,14,0,2
57,15,0,2
57,16,0,2
57,17,0,2
58,0,1,1
58,1,1,1
58,2,1,1
58,3,1,1
58,4,1,1
58,5,1,2
58,6,2,2
58,7,1,2
58,8,1,2
58,9,1,2
58,10,1,2
58,11,1,2
58,12,1,2
58,13,1,2
58,14,1,2
58,15,1,2
58,16,1,2
58,17,1,2
59,0,1,1
59,1,1,1
59,2,1,1
59,3,1,1
59,4,1,1
59,5,0,2
59,6,0,2
59,7,0,2
59,8,0,2
59,9,0,2
59,10,1,2
59,11,1,2
59,12,1,2
59,13,1,2
59,14,1,2
59,15,0,2
59,16,0,2
59,17,1,2
60,0,1,1
60,1,1,1
60,2,1,1
60,3,1,1
60,4,1,1
60,5,0,2
60,6,0,2
60,7,0,2
60,8,0,2
60,9,0,2
60,10,0,2
60,11,0,2
60,12,0,2
60,13,0,2
60,14,0,2
60,15,0,2
60,16,0,2
60,17,0,2
61,0,1,1
61,1,1,1
61,2,1,1
61,3,1,1
61,4,1,1
61,5,1,2
61,6,1,2
61,7,2,2
61,8,1,2
61,9,1,2
61,10,1,2
61,11,1,2
61,12,1,2
61,13,1,2
61,14,1,2
61,15,1,2
61,16,1,2
61,17,1,2
62,0,1,1
62,1,1,1
62,2,1,1
62,3,1,1
62,4,1,1
62,5,1,2
62,6,1,2
62,7,2,2
62,8,1,2
62,9,1,2
62,10,1,2
62,11,1,2
62,12,1,2
62,13,1,2
62,14,1,2
62,15,1,2
62,16,1,2
62,17,1,2
63,0,1,1
63,1,1,1
63,2,1,1
63,3,1,1
63,4,1,1
63,5,1,2
63,6,1,1
63,7,1,2
63,8,1,2
63,9,1,2
63,10,1,2
63,11,1,2
63,12,1,2
63,13,1,2
63,14,1,2
63,15,1,2
63,16,1,2
63,17,1,2
64,0,1,1
64,1,1,1
64,2,1,1
64,3,1,1
64,4,1,1
64,5,2,2
64,6,2,2
64,7,2,2
64,8,2,2
64,9,2,2
64,10,2,2
64,11,2,2
64,12,2,2
64,13,2,2
64,14,2,2
64,15,2,2
64,16,2,2
64,17,2,2
65,0,1,1
65,1,1,1
65,2,1,1
65,3,1,1
65,4,1,1
65,5,2,2
65,6,2,2
65,7,0,2
65,8,0,2
65,9,0,2
65,10,0,2
65,11,0,2
65,12,0,2
65,13,0,2
65,14,0,2
65,15,0,2
65,16,0,2
65,17,0,2
66,0,1,1
66,1,1,1
66,2,1,1
66,3,1,1
66,4,1,1
66,5,2,2
66,6,2,2
66,7,2,2
66,8,0,2
66,9,0,2
66,10,0,2
66,11,0,2
66,12,0,2
66,13,0,2
66,14,0,2
66,15,0,2
66,16,0,2
66,17,0,2
67,0,1,1
67,1,1,1
67,2,1,1
67,3,1,1
67,4,1,1
67,5,1,2
67,6,1,2
67,7,1,2
67,8,1,2
67,9,1,2
67,10,1,2
67,11,1,2
67,12,1,2
67,13,1,2
67,14,1,2
67,15,1,2
67,16,1,2
67,17,2,2
68,0,1,1
68,1,1,1
68,2,1,1
68,3,1,1
68,4,1,1
68,5,2,2
68,6,2,2
68,7,2,2
68,8,2,2
68,9,2,2
68,10,2,2
68,11,2,2
68,12,2,2
68,13,2,2
68,14,2,2
68,15,2,2
68,16,2,2
68,17,2,2
69,0,1,1
69,1,1,1
69,2,1,1
69,3,1,1
69,4,1,1
69,5,2,2
69,6,2,1
69,7,2,2
69,8,0,2
69,9,2,2
69,10,2,2
69,11,2,2
69,12,2,2
69,13,0,2
69,14,0,2
69,15,2,2
69,16,2,2
69,17,2,2
70,0,1,1
70,1,1,1
70,2,1,1
70,3,1,1
70,4,1,1
70,5,1,2
70,6,1,2
70,7,1,2
70,8,1,2
70,9,1,2
70,10,1,2
70,11,1,2
70,12,1,2
70,13,1,2
70,14,1,2
70,15,1,2
70,16,1,2
70,17,1,2
71,0,1,1
71,1,1,1
71,2,1,1
71,3,1,1
71,4,1,1
71,5,2,2
71,6,2,1
71,7,2,2
71,8,2,2
71,9,2,2
71,10,2,2
71,11,2,2
71,12,2,2
71,13,2,2
71,14,2,2
71,15,2,2
71,16,2,2
71,17,2,2
72,0,1,1
72,1,1,1
72,2,1,1
72,3,1,1
72,4,1,1
72,5,1,2
72,6,1,1
72,7,1,2
72,8,1,2
72,9,1,2
72,10,1,2
72,11,1,2
72,12,1,2
72,13,1,2
72,14,1,2
72,15,1,2
72,16,1,2
72,17,1,2
73,0,1,1
73,1,1,1
73,2,1,1
73,3,1,1
73,4,1,1
73,5,0,2
73,6,2,1
73,7,0,2
73,8,0,2
73,9,0,2
73,10,0,2
73,11,0,2
73,12,0,2
73,13,0,2
73,14,0,2
73,15,0,2
73,16,0,2
73,17,0,2
74,0,1,1
74,1,1,1
74,2,1,1
74,3,1,1
74,4,1,1
74,5,1,2
74,6,1,2
74,7,1,2
74,8,1,2
74,9,1,2
74,10,1,2
74,11,1,2
74,12,1,2
74,13,1,2
74,14,1,2
74,15,1,1
74,16,1,2
74,17,0,1
75,0,1,1
75,1,1,1
75,2,1,1
75,3,1,1
75,4,1,1
75,5,1,2
75,6,2,1
75,7,1,2
75,8,1,2
75,9,1,2
75,10,1,2
75,11,1,2
75,12,1,2
75,13,1,2
75,14,1,2
75,15,1,2
75,16,1,2
75,17,1,2
76,0,1,1
76,1,1,1
76,2,1,1
76,3,1,1
76,4,1,1
76,5,1,2
76,6,1,2
76,7,1,2
76,8,1,2
76,9,1,2
76,10,1,2
76,11,1,2
76,12,1,2
76,13,1,2
76,14,1,2
76,15,1,2
76,16,1,2
76,17,1,2
77,0,1,2
77,1,1,1
77,2,1,1
77,3,1,1
77,4,1,1
77,5,1,2
77,6,2,1
77,7,1,2
77,8,1,2
77,9,1,2
77,10,1,2
77,11,1,2
77,12,1,2
77,13,1,2
77,14,1,2
77,15,1,2
77,16,1,2
77,17,1,2
78,0,1,1
78,1,1,1
78,2,1,1
78,3,1,1
78,4,1,1
78,5,1,2
78,6,2,2
78,7,1,2
78,8,1,2
78,9,1,2
78,10,1,2
78,11,1,2
78,12,1,2
78,13,1,2
78,14,1,2
78,15,1,2
78,16,1,2
78,17,1,2
79,0,1,1
79,1,1,1
79,2,1,1
79,3,1,2
79,4,1,2
79,5,2,2
79,6,2,2
79,7,2,2
79,8,2,2
79,9,2,1
79,10,2,2
79,11,2,2
79,12,2,1
79,13,2,1
79,14,2,2
79,15,2,2
79,16,2,2
79,17,2,2
80,0,1,1
80,1,1,1
80,2,1,1
80,3,1,1
80,4,1,1
80,5,1,2
80,6,2,1
80,7,1,2
80,8,1,2
80,9,1,2
80,10,1,2
80,11,1,2
80,12,1,2
80,13,1,2
80,14,1,2
80,15,1,2
80,16,1,2
80,17,1,2
81,0,1,1
81,1,1,1
81,2,1,1
81,3,1,1
81,4,1,1
81,5,1,2
81,6,2,1
81,7,1,2
81,8,1,2
81,9,1,2
81,10,1,2
81,11,1,2
81,12,1,2
81,13,1,2
81,14,1,2
81,15,1,2
81,16,1,2
81,17,1,2
82,0,1,1
82,1,1,1
82,2,1,1
82,3,1,1
82,4,1,1
82,5,1,2
82,6,2,2
82,7,2,2
82,8,2,2
82,9,1,2
82,10,1,2
82,11,1,2
82,12,1,2
82,13,1,2
82,14,1,2
82,15,1,2
82,16,1,2
82,17,1,2
83,0,1,1
83,1,1,1
83,2,1,1
83,3,1,1
83,4,1,1
83,5,1,2
83,6,1,2
83,7,1,2
83,8,1,2
83,9,1,2
83,10,1,2
83,11,1,2
83,12,1,2
83,13,1,2
83,14,1,2
83,15,1,2
83,16,1,2
83,17,1,2
84,0,1,1
84,1,1,1
84,2,1,1
84,3,1,1
84,4,1,1
84,5,1,2
84,6,1,2
84,7,1,2
84,8,1,2
84,9,1,2
84,10,1,2
84,11,1,2
84,12,1,2
84,13,1,2
84,14,1,2
84,15,1,2
84,16,1,2
84,17,1,2
85,0,1,1
85,1,1,1
85,2,1,1
85,3,1,1
85,4,1,1
85,5,0,1
85,6,2,1
85,7,0,2
85,8,0,2
85,9,0,2
85,10,0,2
85,11,0,2
85,12,0,2
85,13,0,2
85,14,0,2
85,15,0,2
85,16,0,2
85,17,0,2
86,0,1,1
86,1,1,1
86,2,1,1
86,3,1,1
86,4,1,1
86,5,1,2
86,6,1,2
86,7,1,2
86,8,1,2
86,9,1,2
86,10,1,2
86,11,1,2
86,12,1,2
86,13,1,2
86,14,1,2
86,15,1,2
86,16,1,2
86,17,1,2
87,0,1,1
87,1,1,1
87,2,1,1
87,3,1,1
87,4,1,1
87,5,1,2
87,6,2,2
87,7,1,2
87,8,1,2
87,9,1,2
87,10,1,2
87,11,1,2
87,12,1,2
87,13,1,2
87,14,1,2
87,15,1,2
87,16,1,2
87,17,1,2
88,0,1,1
88,1,1,1
88,2,1,1
88,3,1,1
88,4,1,1
88,5,1,2
88,6,1,2
88,7,1,2
88,8,1,2
88,9,1,2
88,10,1,2
88,11,1,2
88,12,1,2
88,13,1,2
88,14,1,2
88,15,1,2
88,16,1,2
88,17,1,2
89,0,1,2
89,1,1,2
89,2,1,1
89,3,1,2
89,4,1,2
89,5,1,1
89,6,0,1
89,7,1,2
89,8,1,2
89,9,1,2
89,10,1,2
89,11,1,2
89,12,1,2
89,13,1,2
89,14,1,2
89,15,1,2
89,16,1,2
89,17,1,1
90,0,1,1
90,1,1,1
90,2,1,1
90,3,1,1
90,4,1,1
90,5,1,2
90,6,1,2
90,7,0,2
90,8,0,2
90,9,1,2
90,10,1,2
90,11,1,2
90,12,1,2
90,13,1,2
90,14,1,2
90,15,1,2
90,16,1,2
90,17,0,2
91,0,1,1
91,1,1,1
91,2,1,1
91,3,1,1
91,4,1,1
91,5,1,2
91,6,1,2
91,7,1,2
91,8,1,2
91,9,1,2
91,10,1,2
91,11,1,2
91,12,1,2
91,13,1,2
91,14,1,2
91,15,1,2
91,16,1,2
91,17,1,2
92,0,1,1
92,1,1,1
92,2,1,1
92,3,1,1
92,4,1,1
92,5,1,2
92,6,2,2
92,7,1,2
92,8,1,2
92,9,1,2
92,10,1,2
92,11,1,2
92,12,1,2
92,13,1,2
92,14,1,2
92,15,1,2
92,16,1,2
92,17,1,2
93,0,1,1
93,1,1,1
93,2,1,1
93,3,1,1
93,4,1,1
93,5,1,2
93,6,2,2
93,7,1,2
93,8,1,2
93,9,1,2
93,10,1,2
93,11,1,2
93,12,1,2
93,13,1,2
93,14,1,2
93,15,1,2
93,16,1,2
93,17,1,2
94,0,1,1
94,1,1,1
94,2,1,1
94,3,1,1
94,4,1,1
94,5,1,2
94,6,1,2
94,7,1,2
94,8,1,2
94,9,1,2
94,10,1,2
94,11,1,2
94,12,1,2
94,13,1,2
94,14,1,2
94,15,1,2
94,16,1,2
94,17,1,2
95,0,1,1
95,1,1,1
95,2,1,1
95,3,1,1
95,4,1,1
95,5,2,2
95,6,2,1
95,7,2,2
95,8,2,2
95,9,2,2
95,10,1,2
95,11,1,2
95,12,2,2
95,13,2,2
95,14,2,2
95,15,2,2
95,16,2,2
95,17,2,2
96,0,1,1
96,1,1,1
96,2,1,1
96,3,1,1
96,4,1,1
96,5,1,2
96,6,2,2
96,7,2,2
96,8,1,2
96,9,1,2
96,10,1,2
96,11,1,2
96,12,1,2
96,13,1,2
96,14,1,2
96,15,1,2
96,16,1,2
