labels,scores
0,0.7197637672504028
0,0.7207126714299834
0,0.752633093641305
0,0.571263415895334
0,0.29784923114836437
1,0.7526666505551671
0,0.571263415895334
0,0.8113299953886689
0,0.5068798167686565
0,0.7531682362842055
0,0.8155799869469345
0,0.5730521362458537
0,0.7467500610138894
0,0.8144452912184997
0,0.4683893356522177
0,0.43100753578232737
0,0.4864966769974769
0,0.47306212967383765
0,0.47428567895668733
0,0.5761728064353938
0,0.7611180034642471
1,0.4993605010473888
0,0.7796188410632291
0,0.7466248150086497
1,0.5001948486366762
0,0.6319016897301422
0,0.7729175914864274
0,0.7731286219190853
0,0.7970197085069493
0,0.6689527589370802
0,0.7970197085069493
0,0.6689527589370802
0,0.7303166834389299
0,0.6477440525214181
0,0.6973504260388799
0,0.45526813612986095
0,0.6172733045177462
0,0.6923609116385715
0,0.4548452671702479
0,0.1777226449782046
0,0.13943196656770587
0,0.5436895666311529
0,0.38688163236890305
0,0.6948060148201328
0,0.4028396684302657
0,0.46732719311485854
0,0.8127600518990519
0,0.8026064831407449
0,0.7925484696902793
0,0.8127600518990519
0,0.8046211652978009
0,0.8253750112207882
0,0.8503727768933523
0,0.7169878466103919
0,0.42542092990007896
0,0.7090762117821297
0,0.6986779234153041
0,0.7173784555120524
0,0.45501133263974736
0,0.6229191426972852
0,0.5695789358330371
0,0.5832971607573776
0,0.7006120893825301
0,0.5517696734576167
0,0.43056302179279604
0,0.5891405152544298
0,0.6969643304540387
0,0.5509501452851316
1,0.5322260258905784
0,0.5654846334036085
0,0.5766576686825219
0,0.5726666692440224
0,0.5640862493839733
0,0.7563076668384527
0,0.5922224748487886
0,0.8429461330053909
0,0.5388976079454493
0,0.7656668216010063
0,0.7652481250013643
0,0.7651493886682513
0,0.6745686609047917
0,0.28509954778399677
0,0.36685434208992135
0,0.7650408627568456
0,0.6742762626516959
0,0.7838268691536256
0,0.6922229495953672
0,0.16141955123092094
0,0.758794379144735
0,0.7548244142883107
0,0.7168088292631345
0,0.2138948886619065
0,0.7620772828483469
0,0.7527694550584092
0,0.30710920620783
0,0.12464823359093101
0,0.5674238111921648
0,0.6019640398586004
0,0.718433875469161
0,0.7211782164851336
0,0.7562057145948856
0,0.7720577634073664
0,0.7588607697380114
0,0.7561960006477455
0,0.7418619573234034
0,0.6683749978132097
0,0.6685157873416628
0,0.7827127014287313
0,0.7066113010396963
0,0.3898960331764035
0,0.4083090644749881
0,0.782715846643384
0,0.7066113010396963
0,0.7666136902414463
0,0.6060238284877364
0,0.7581995411667234
0,0.6056605623518654
0,0.6003371579154689
0,0.7592784604214021
0,0.6069229927497558
0,0.3995128291213159
0,0.4485132987183932
0,0.40780715403497575
0,0.478616877429707
0,0.5447388394291763
0,0.5278872717653046
0,0.6759275313943252
0,0.7752574544149059
0,0.7445858447203753
0,0.7343539124984851
0,0.7754331834637835
0,0.5306189623914506
1,0.7701193418186166
1,0.7702967395513773
1,0.7842524029564927
0,0.6127994001380468
0,0.6178575712718994
0,0.6155371181293864
1,0.7847282865844735
0,0.6127994001380468
0,0.5702400985992941
0,0.584198273283783
0,0.6680507412178267
0,0.5095161939442131
0,0.6494058478903247
0,0.672575929825181
0,0.5105122488537819
0,0.6033362846868061
0,0.46979285817033345
0,0.5653423862561539
0,0.6232088648111631
0,0.572948804934755
0,0.5383737968010975
0,0.49038021971763784
1,0.7757766508552559
0,0.609686644650558
0,0.5961793096752376
1,0.773700288500749
0,0.5084207224118764
0,0.5374519331072604
0,0.5371299166250451
0,0.5361099425940984
0,0.7136147491808599
0,0.749392428999439
0,0.8108071002051032
0,0.5351227397512948
0,0.7136147491808599
